X,Y,objectid,uri,name,feature_date,feature_source,attribute_date,attribute_source,source_ufi,source_jurisdiction,custodian_agency,custodian_licensing,loading_date,building_id,operationalstatus,height,significance,address,suburb,site_class,local_construction_type,local_year_built,state,source_supply_date,featuresubtype
145.066146329,-37.742862797,1981,,ROSANNA,2008/08/04 00:00:00+00,,,,19385564,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.008246018,-37.779170345,1982,,DENNIS,2008/08/04 00:00:00+00,,,,19385576,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.069654035,-37.831489588,1983,,RIVERSDALE,2008/08/04 00:00:00+00,,,,19385591,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.069152912,-37.725997064,1984,,MACLEOD,2008/08/04 00:00:00+00,,,,19385603,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.405599986,-37.920716315,1985,,MENZIES CREEK,2008/08/04 00:00:00+00,,,,19385617,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.9209509,-37.747201603,1986,,GLENBERVIE,2008/08/04 00:00:00+00,,,,19385641,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.829653175,-37.867138553,1987,,ALTONA,2008/08/04 00:00:00+00,,,,19385654,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.04828265,-38.105452684,1988,,INVERLEIGH,2008/08/04 00:00:00+00,,,,19385666,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.571676027,-38.081577412,1989,,NAR NAR GOON,2008/08/04 00:00:00+00,,,,19385678,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.022903093,-37.821810944,1990,,HAWTHORN,2008/08/04 00:00:00+00,,,,19385690,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
141.801588275,-34.369723873,1991,,MERRINEE,2007/02/09 00:00:00+00,,,,16546896,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
142.694197476,-35.390872078,1992,,NYARRIN,2008/07/18 00:00:00+00,,,,19248094,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
146.722636662,-36.55801103,1993,,MYRTLEFORD,2021/04/09 00:00:00+00,,,,16547193,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.031257289,-37.778383168,1994,,ALPHINGTON,2008/08/04 00:00:00+00,,,,19385713,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.152611922,-37.341158483,1995,,DAYLESFORD,2011/02/17 00:00:00+00,,,,39363446,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.670457655,-38.333015382,1996,,NYORA,2008/08/04 00:00:00+00,,,,19385480,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.541041656,-38.571513066,1997,,DALYSTON,2021/04/08 00:00:00+00,,,,19385543,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.355297227,-37.909086483,1998,,BELGRAVE,2008/08/04 00:00:00+00,,,,19385599,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.96260488,-37.809923604,1999,,MELBOURNE CENTRAL,2003/01/22 00:00:00+00,,,,12514542,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
140.991436935,-35.236172464,2000,,PANITYA,2013/05/21 00:00:00+00,,,,45139055,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.437630629,-38.071257491,2001,,CARDINIA ROAD,2014/09/03 00:00:00+00,,,,46642019,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.320853728,-36.707111428,2002,,EPSOM STATION,2014/11/17 00:00:00+00,,,,46819823,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.720743328,-38.0990445,2003,,BUNYIP,2015/02/16 00:00:00+00,,,,47114095,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.485760674,-38.080427783,2004,,PAKENHAM,2015/02/16 00:00:00+00,,,,47114098,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
143.783319045,-38.328707261,2005,,BIRREGURRA,2015/02/16 00:00:00+00,,,,47114099,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.332639662,-37.773986453,2006,,CAVE HILL (PROPOSED),2015/02/16 00:00:00+00,,,,47114100,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.022728041,-37.834692288,2007,,HEYINGTON,2015/02/16 00:00:00+00,,,,47114101,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.2787609,-36.759466181,2008,,CHARING CROSS,2014/06/20 00:00:00+00,,,,46333081,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.269758021,-36.765042738,2009,,CENTRAL DEBORAH GOLD MINE,2014/06/20 00:00:00+00,,,,46333082,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.28874208,-36.754082357,2010,,BENDIGO TRAMWAYS DEPOT,2014/06/20 00:00:00+00,,,,46333083,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
143.729916546,-36.864189039,2011,,DUNOLLY,2015/02/16 00:00:00+00,,,,47114116,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
143.000368292,-35.639618665,2012,,BERRIWILLOCK,2015/02/16 00:00:00+00,,,,47114136,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.935103366,-37.640346868,2013,,SOMERTON,2015/04/28 00:00:00+00,,,,47426500,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.694078513,-37.83207761,2014,,TARNEIT,2015/06/19 00:00:00+00,,,,47559710,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
143.669496034,-35.503147987,2015,,TRESCO,2019/10/15 00:00:00+00,,,,56884460,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
147.02376831,-36.150108974,2016,,EBDEN,2021/04/08 00:00:00+00,,,,56884490,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
147.542736445,-36.190021773,2017,,SHELLEY,2021/04/08 00:00:00+00,,,,56884491,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
146.544633799,-36.405206226,2018,,EVERTON,2021/04/09 00:00:00+00,,,,56884492,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
147.332437657,-36.193454118,2019,,BULLIOH,2021/04/08 00:00:00+00,,,,56884493,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
143.722544391,-35.556526728,2020,,MYSTIC PARK,2019/10/15 00:00:00+00,,,,56884494,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.852940415,-37.85238699,2021,,MOBILTOWN,2008/08/04 00:00:00+00,,,,19385740,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
146.361308954,-38.067973109,2022,,GOULD,2019/10/15 00:00:00+00,,,,56884495,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
143.25831575,-36.621298575,2023,,ST ARNAUD,2019/10/15 00:00:00+00,,,,56884496,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
146.913133969,-36.694620121,2024,,POREPUNKAH,2021/04/09 00:00:00+00,,,,56884485,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.526233557,-37.359324936,2025,,WOODEND,2008/08/04 00:00:00+00,,,,19385752,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
141.853761082,-36.132157847,2026,,DETPA,2019/10/15 00:00:00+00,,,,56884486,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
141.701325395,-36.736378175,2027,,DUFFHOLME,2019/10/15 00:00:00+00,,,,56884487,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.121517058,-37.715284064,2028,,MONTMORENCY,2008/08/04 00:00:00+00,,,,19385765,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.930531674,-37.793764288,2029,,KENSINGTON,2008/08/04 00:00:00+00,,,,19385766,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.895674281,-37.808988829,2030,,SEDDON,2008/08/04 00:00:00+00,,,,19385767,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.212791114,-37.818883657,2031,,HEATHERDALE,2008/08/04 00:00:00+00,,,,19385768,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.088658791,-37.82429182,2032,,CHATHAM,2008/08/04 00:00:00+00,,,,19385769,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.883610149,-37.842701829,2033,,NEWPORT,2008/08/04 00:00:00+00,,,,19385770,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.905330009,-37.867741434,2034,,WILLIAMSTOWN,2008/08/04 00:00:00+00,,,,19385771,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.439811088,-37.933809432,2035,,EMERALD,2018/12/12 00:00:00+00,,,,55646703,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
141.940882784,-36.744638174,2036,,NATIMUK,2019/10/15 00:00:00+00,,,,56884488,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.864303476,-36.587142245,2037,,BADDAGINNIE,2019/10/15 00:00:00+00,,,,56884461,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
142.664562931,-36.905297741,2038,,GLENORCHY,2019/10/15 00:00:00+00,,,,56884501,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
143.31624649,-35.114777158,2039,,MIRALIE,2019/10/15 00:00:00+00,,,,56884502,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
141.934457603,-35.153489786,2040,,TORRITA,2019/10/15 00:00:00+00,,,,56884503,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
142.6565073,-35.154820893,2041,,MITTYACK,2019/10/15 00:00:00+00,,,,56884504,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.470317942,-37.706107502,2042,,PARWAN,2008/08/04 00:00:00+00,,,,19385404,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.689721296,-36.279208554,2043,,YABBA SOUTH,2019/10/15 00:00:00+00,,,,56884665,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.299838515,-38.07544935,2044,,MOORABOOL,2008/08/04 00:00:00+00,,,,19385406,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
142.34210707,-37.653236036,2045,,DUNKELD,2019/10/15 00:00:00+00,,,,56884666,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.747333566,-37.870016826,2046,,WILLIAMS LANDING,2019/10/15 00:00:00+00,,,,56884667,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.947915008,-38.477538309,2047,,LEONGATHA,2008/08/04 00:00:00+00,,,,19385489,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
142.936640178,-37.282192389,2048,,ARARAT,2019/10/15 00:00:00+00,,,,56884668,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
146.42002627,-38.263638544,2049,,HAZELWOOD SIDING,2008/08/04 00:00:00+00,,,,19385495,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.996248368,-37.468641548,2050,,BEVERIDGE,2008/08/04 00:00:00+00,,,,19385497,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
142.786782972,-35.850412136,2051,,CURYO,2019/10/15 00:00:00+00,,,,56884462,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.701115119,-37.883228437,2052,,HOPPERS CROSSING,2019/10/15 00:00:00+00,,,,56884672,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.37981804,-38.072360844,2053,,CORIO,2019/10/15 00:00:00+00,,,,56884673,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.354928756,-38.19865377,2054,,MARSHALL,2019/10/15 00:00:00+00,,,,56884674,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.608318118,-37.872780591,2055,,WYNDHAM VALE,2019/10/15 00:00:00+00,,,,56884675,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.786627999,-36.164929695,2056,,KANYAPELLA,2019/10/15 00:00:00+00,,,,56884676,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
144.884498217,-36.220221242,2057,,KOYUGA,2019/10/15 00:00:00+00,,,,56884677,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.00129606,-36.281453207,2058,,KYVALLEY,2019/10/15 00:00:00+00,,,,56884678,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.189806775,-36.417072175,2059,,BYRNESIDE,2019/10/15 00:00:00+00,,,,56884679,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.233785049,-36.442068823,2060,,TATURA,2019/10/15 00:00:00+00,,,,56884682,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Operational,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
146.672759777,-38.56194568,2061,,YARRAM,2021/04/08 00:00:00+00,,,,19385530,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.596579598,-38.426805292,2062,,KERNOT,2021/04/08 00:00:00+00,,,,19385533,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
143.377117865,-35.672272338,2063,,LALBERT,2019/10/15 00:00:00+00,,,,56884463,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.330811679,-38.131997208,2064,,CLYDE,2008/08/04 00:00:00+00,,,,19385540,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.635264927,-38.397662402,2065,,WOODLEIGH,2021/04/08 00:00:00+00,,,,19385541,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Abandoned,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.465130632,-37.230949648,2066,,CHEVIOT,2008/08/04 00:00:00+00,,,,19385542,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
145.567327873,-38.265068942,2067,,LANG LANG,2008/08/04 00:00:00+00,,,,19385545,VIC,"Department of Environment, Land, Water & Planning","Creative Commons Attribution 4.0 International licence © Department of Environment, Land, Water & Planning",2021/03/29 00:07:39+00,0,Disused,,,,,,,,VIC,2021/01/18 00:00:00+00,Railway Station
